site,Q1_age,Q2_sex,Q3_grade,Q4_hispanic,Q5_race,Q6_height_m,Q7_weight_kg,Q25_bullied_school,Q26_sad_hopeless,Q27_suicide_consider,Q28_suicide_plan,Q29_suicide_attempt,Q30_suicide_injury,Q64_sexual_identity,Q65_transgender,Q80_social_media_hours,Q81_video_game_hours,BMI
XX,5.0,2.0,3.0,1.0,C E,1.73,57.61,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,6.0,2.0,19.248889037388484
XX,5.0,1.0,2.0,1.0,E,1.57,113.4,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,46.00592316118301
XX,6.0,1.0,3.0,1.0,,1.57,54.43,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0,2.0,22.082031725424965
XX,6.0,1.0,3.0,1.0,,1.7,61.24,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,21.190311418685123
XX,6.0,1.0,3.0,1.0,E,1.55,52.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,21.710718002081162
XX,7.0,2.0,4.0,1.0,E,1.75,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,19.25551020408163
XX,5.0,2.0,2.0,1.0,E,1.83,62.6,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,18.69270506733554
XX,6.0,1.0,3.0,1.0,E,1.57,51.71,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,20.978538683110877
XX,6.0,1.0,3.0,1.0,E,1.57,57.61,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,23.372144914600998
XX,7.0,1.0,4.0,1.0,E,1.6,49.9,1.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,8.0,1.0,19.492187499999996
XX,6.0,1.0,3.0,1.0,E,1.52,56.7,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,7.0,1.0,24.541204986149587
XX,7.0,2.0,4.0,1.0,E,1.7,56.7,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,19.61937716262976
XX,6.0,2.0,3.0,1.0,,1.65,88.45,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,32.488521579430675
XX,5.0,1.0,2.0,2.0,B  E,1.57,79.38,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,32.20414621282811
XX,5.0,2.0,2.0,1.0,E,1.85,90.72,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,26.506939371804233
XX,5.0,2.0,2.0,1.0,E,1.78,72.58,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,22.907461179144047
XX,6.0,2.0,3.0,1.0,D,1.75,77.11,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,25.17877551020408
XX,7.0,2.0,4.0,1.0,E,1.85,70.31,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.543462381300216
XX,4.0,1.0,2.0,2.0,E,1.63,59.88,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,22.537543753999024
XX,5.0,1.0,2.0,1.0,C,1.73,84.37,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,28.19004978448996
XX,3.0,2.0,1.0,1.0,E,1.68,54.43,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,2.0,19.285005668934243
XX,6.0,2.0,4.0,1.0,C,1.78,74.84,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,23.620754955182427
XX,6.0,2.0,4.0,1.0,E,1.75,125.19,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,40.878367346938774
XX,5.0,1.0,2.0,1.0,E,1.52,60.33,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,26.112361495844876
XX,6.0,2.0,3.0,1.0,,1.85,81.65,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,6.0,2.0,23.85682980277575
XX,4.0,1.0,1.0,1.0,,1.63,52.16,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,19.631901840490798
XX,4.0,1.0,1.0,1.0,A,1.5,43.09,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.151111111111113
XX,4.0,2.0,1.0,1.0,,1.83,131.54,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,39.27856908238525
XX,3.0,1.0,1.0,1.0,A,1.6,48.54,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,18.960937499999996
XX,4.0,2.0,1.0,1.0,A,1.73,90.72,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,30.31173777941127
XX,3.0,2.0,1.0,1.0,E,1.73,70.76,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,23.642620869390893
XX,4.0,2.0,1.0,1.0,E,1.6,50.35,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,19.667968749999996
XX,4.0,1.0,1.0,1.0,E,1.7,54.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,18.833910034602077
XX,4.0,2.0,1.0,1.0,E,1.78,111.13,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,35.074485544754445
XX,4.0,2.0,1.0,1.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,
XX,3.0,1.0,1.0,1.0,E,1.63,72.58,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,27.317550528811775
XX,5.0,2.0,1.0,2.0,E,1.85,68.04,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,19.880204528853177
XX,4.0,1.0,1.0,1.0,E,1.68,61.24,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,21.697845804988667
XX,4.0,2.0,1.0,1.0,A,1.73,63.5,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,21.216879949213137
XX,4.0,2.0,1.0,1.0,E,1.8,98.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,30.37962962962963
XX,4.0,1.0,1.0,1.0,A   E,1.6,75.75,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,8.0,2.0,29.589843749999993
XX,4.0,1.0,1.0,1.0,,1.6,56.7,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,22.148437499999996
XX,4.0,1.0,1.0,1.0,A,1.63,53.98,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,8.0,2.0,20.316910685385224
XX,3.0,2.0,1.0,1.0,E,1.6,49.9,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,19.492187499999996
XX,4.0,2.0,1.0,1.0,E,1.57,68.04,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,27.60355389670981
XX,4.0,1.0,1.0,1.0,E,1.6,45.36,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,8.0,2.0,17.718749999999996
XX,4.0,1.0,1.0,1.0,C,1.5,54.43,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,8.0,2.0,24.191111111111113
XX,3.0,1.0,1.0,1.0,C,1.52,72.58,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,31.414473684210524
XX,5.0,1.0,1.0,1.0,C,1.45,54.43,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,8.0,2.0,25.88822829964328
XX,3.0,1.0,1.0,1.0,C,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,
XX,3.0,1.0,1.0,1.0,C E,1.73,61.69,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,20.61211533963714
XX,6.0,1.0,3.0,1.0,,1.63,47.63,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,17.92690729797885
XX,5.0,2.0,2.0,1.0,E,1.75,63.5,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,20.73469387755102
XX,6.0,1.0,3.0,1.0,E,1.5,57.61,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,25.604444444444443
XX,7.0,1.0,4.0,1.0,E,1.6,69.4,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,27.109374999999996
XX,6.0,1.0,3.0,2.0,C E,1.68,61.24,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,8.0,2.0,21.697845804988667
XX,4.0,1.0,2.0,2.0,C,1.55,57.61,2.0,2.0,2.0,2.0,3.0,3.0,5.0,1.0,8.0,2.0,23.97918834547346
XX,6.0,2.0,3.0,2.0,C,1.73,55.34,2.0,1.0,2.0,2.0,1.0,1.0,,,1.0,2.0,18.49042734471583
XX,5.0,2.0,2.0,1.0,,1.75,86.18,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,28.14040816326531
XX,5.0,2.0,3.0,1.0,E,1.73,62.6,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,20.91616826489358
XX,6.0,1.0,4.0,1.0,E,1.63,104.33,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,39.267567465843655
XX,6.0,2.0,3.0,1.0,ABC E,1.78,70.31,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,22.191011235955056
XX,5.0,2.0,2.0,1.0,E,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,
XX,6.0,2.0,3.0,1.0,E,1.7,90.72,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,31.391003460207614
XX,4.0,1.0,2.0,1.0,A,1.57,49.9,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,8.0,2.0,20.24422897480628
XX,4.0,1.0,1.0,1.0,D,1.65,68.04,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,24.991735537190088
XX,4.0,1.0,1.0,1.0,E,1.7,59.42,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0,2.0,20.560553633217996
XX,6.0,2.0,3.0,1.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,6.0,2.0,
XX,5.0,1.0,3.0,2.0,A,1.63,65.77,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,24.754413037750762
XX,5.0,1.0,2.0,1.0,E,1.63,58.97,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,22.19503933155181
XX,6.0,1.0,3.0,1.0,E,1.57,72.58,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,3.0,29.44541360704288
XX,6.0,1.0,3.0,2.0,E,,,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,8.0,2.0,
XX,5.0,1.0,2.0,2.0,D,1.57,44.91,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,18.21980607732565
XX,4.0,2.0,1.0,2.0,B  E,1.75,54.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,17.773061224489794
XX,5.0,2.0,3.0,1.0,B,1.85,66.68,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,2.0,19.482834185536888
XX,6.0,1.0,3.0,1.0,E,1.55,49.9,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.770031217481787
XX,4.0,1.0,2.0,1.0,E,1.6,53.07,1.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,,1.0,20.730468749999996
XX,5.0,1.0,2.0,1.0,E,1.57,54.43,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,22.082031725424965
XX,3.0,1.0,1.0,2.0,E,1.63,53.98,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,20.316910685385224
XX,5.0,1.0,2.0,2.0,E,1.65,47.63,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,17.4949494949495
XX,5.0,2.0,3.0,2.0,C E,1.65,49.9,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,18.328741965105603
XX,5.0,2.0,2.0,2.0,B  E,1.73,52.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,17.427912726786726
XX,4.0,1.0,1.0,1.0,E,1.55,46.72,2.0,2.0,2.0,2.0,1.0,1.0,6.0,4.0,6.0,3.0,19.44640998959417
XX,6.0,2.0,3.0,1.0,E,1.73,49.9,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,16.672792275050952
XX,5.0,1.0,3.0,1.0,E,1.57,48.08,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,19.505862306787293
XX,5.0,2.0,2.0,1.0,E,1.78,86.18,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,27.19984850397677
XX,5.0,1.0,3.0,2.0,E,1.75,57.61,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,6.0,2.0,18.81142857142857
XX,5.0,2.0,2.0,2.0,A,1.73,57.15,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.095191954291824
XX,4.0,1.0,1.0,1.0,E,,,1.0,1.0,2.0,2.0,1.0,1.0,,,8.0,3.0,
XX,4.0,1.0,1.0,1.0,E,1.65,59.88,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,21.994490358126725
XX,6.0,1.0,3.0,2.0,E,1.65,65.77,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,24.157943067033976
XX,6.0,1.0,3.0,2.0,B,1.6,57.15,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,22.324218749999996
XX,4.0,1.0,2.0,1.0,E,1.57,61.24,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,6.0,2.0,24.844821290924582
XX,5.0,2.0,2.0,1.0,E,1.78,72.58,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,22.907461179144047
XX,3.0,2.0,1.0,2.0,E,1.73,56.7,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,3.0,18.944836112132045
XX,3.0,2.0,1.0,1.0,C,1.9,81.65,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,22.61772853185596
XX,6.0,1.0,3.0,1.0,E,1.57,54.43,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,2.0,22.082031725424965
XX,6.0,2.0,3.0,2.0,E,1.93,122.47,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,32.878734999597306
XX,5.0,2.0,2.0,2.0,E,1.7,52.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,18.048442906574394
XX,4.0,2.0,1.0,2.0,E,1.7,72.58,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,25.114186851211073
XX,3.0,1.0,1.0,1.0,E,1.68,49.9,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,17.67998866213152
XX,6.0,1.0,3.0,1.0,,1.73,45.36,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,15.155868889705635
XX,6.0,1.0,3.0,1.0,E,1.5,47.63,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,21.16888888888889
XX,5.0,2.0,2.0,1.0,E,1.73,78.47,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,26.218717631728424
XX,5.0,2.0,2.0,1.0,E,1.65,67.13,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,2.0,24.657483930211203
XX,3.0,2.0,1.0,1.0,E,1.75,54.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,17.773061224489794
XX,4.0,2.0,1.0,1.0,,1.7,64.41,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,22.28719723183391
XX,7.0,2.0,4.0,2.0,C,1.73,76.2,,2.0,2.0,,1.0,1.0,1.0,1.0,6.0,2.0,25.460255939055767
XX,5.0,2.0,3.0,2.0,E,1.73,97.07,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,8.0,2.0,32.433425774332584
XX,4.0,1.0,2.0,1.0,E,1.57,52.16,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,21.161101870258427
XX,5.0,2.0,2.0,2.0,E,1.83,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,17.608767057839884
XX,6.0,1.0,3.0,2.0,E,1.7,64.86,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,22.442906574394467
XX,5.0,1.0,2.0,1.0,E,1.65,63.5,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0,2.0,23.32415059687787
XX,6.0,1.0,3.0,1.0,E,1.55,52.16,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,21.710718002081162
XX,5.0,2.0,2.0,1.0,E,1.6,45.36,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,6.0,2.0,17.718749999999996
XX,5.0,2.0,2.0,1.0,E,1.68,56.7,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,20.08928571428572
XX,5.0,2.0,2.0,1.0,C,1.78,61.24,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,19.328367630349703
XX,5.0,1.0,2.0,1.0,,1.7,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.40484429065744
XX,7.0,2.0,4.0,1.0,A,1.78,89.36,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,28.20350965787148
XX,7.0,2.0,4.0,2.0,A,1.83,70.31,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,20.99495356684284
XX,3.0,2.0,1.0,2.0,A,1.6,78.02,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,30.476562499999993
XX,7.0,2.0,4.0,2.0,A,1.8,134.72,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,41.58024691358025
XX,7.0,1.0,4.0,2.0,A,,,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,8.0,2.0,
XX,4.0,2.0,1.0,,A,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,8.0,2.0,
XX,7.0,2.0,4.0,2.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,
XX,7.0,2.0,4.0,2.0,A C,1.83,106.14,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,31.693989071038246
XX,3.0,1.0,1.0,2.0,A,1.4,47.63,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,24.30102040816327
XX,7.0,2.0,4.0,1.0,A,1.8,77.11,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,2.0,23.79938271604938
XX,7.0,2.0,4.0,2.0,A,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,
XX,3.0,1.0,1.0,2.0,A,1.52,48.08,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.810249307479225
XX,7.0,2.0,4.0,2.0,A,1.73,83.46,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,27.885996859233515
XX,7.0,2.0,4.0,2.0,A,1.8,69.4,2.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,7.0,2.0,21.419753086419753
XX,4.0,1.0,1.0,2.0,A  D,1.55,44.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,2.0,18.314255983350673
XX,7.0,2.0,4.0,2.0,A,1.8,65.77,1.0,1.0,1.0,1.0,4.0,3.0,6.0,4.0,8.0,3.0,20.29938271604938
XX,7.0,2.0,4.0,1.0,A C,1.85,77.57,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,22.664718772826877
XX,5.0,2.0,1.0,2.0,A,1.9,77.11,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,21.3601108033241
XX,7.0,2.0,4.0,1.0,,1.83,63.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,18.961450028367523
XX,3.0,2.0,1.0,2.0,A,1.65,83.92,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,2.0,30.824609733700647
XX,7.0,1.0,4.0,2.0,A,1.6,88.91,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,8.0,2.0,34.73046874999999
XX,7.0,1.0,4.0,2.0,A,1.57,77.11,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,31.283216357661566
XX,3.0,1.0,1.0,2.0,A,1.52,56.7,2.0,1.0,2.0,2.0,1.0,1.0,3.0,,8.0,2.0,24.541204986149587
XX,7.0,2.0,4.0,2.0,A,1.68,58.97,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,20.89356575963719
XX,7.0,1.0,4.0,2.0,E,1.6,74.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,29.234374999999996
XX,3.0,1.0,1.0,2.0,A,1.63,68.04,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,25.60879220143777
XX,7.0,1.0,4.0,2.0,A  D,1.68,65.77,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,23.302862811791385
XX,3.0,1.0,1.0,2.0,E,1.68,140.62,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,49.822845804988674
XX,7.0,2.0,4.0,2.0,A,1.7,54.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,18.833910034602077
XX,7.0,2.0,4.0,2.0,A,1.65,62.6,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,22.99357208448118
XX,4.0,2.0,1.0,2.0,A,1.68,86.18,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,30.5342970521542
XX,7.0,2.0,4.0,2.0,A C,1.96,115.67,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,30.10985006247397
XX,4.0,1.0,1.0,1.0,A,1.57,75.75,1.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,7.0,2.0,30.731469836504523
XX,7.0,1.0,4.0,2.0,A,1.6,49.9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,19.492187499999996
XX,7.0,2.0,4.0,1.0,E,1.8,63.5,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,19.598765432098766
XX,7.0,2.0,4.0,2.0,A C,1.78,70.31,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,22.191011235955056
XX,4.0,2.0,1.0,2.0,ABCDE,1.75,167.38,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,54.65469387755102
XX,5.0,2.0,1.0,2.0,D,1.73,63.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,21.216879949213137
XX,7.0,2.0,4.0,2.0,A,1.78,83.92,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,26.48655472793839
XX,7.0,2.0,4.0,2.0,A,1.83,77.11,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,23.025471050195584
XX,4.0,2.0,1.0,2.0,A,1.63,40.82,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,15.363769806917837
XX,6.0,2.0,3.0,2.0,A,1.83,106.6,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,31.831347606676815
XX,5.0,1.0,2.0,2.0,A,1.63,54.43,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,20.4862810041778
XX,5.0,1.0,2.0,2.0,A,,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,
XX,6.0,1.0,3.0,2.0,A,1.63,80.74,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,8.0,2.0,30.388798976250516
XX,6.0,2.0,3.0,2.0,A,1.73,58.97,2.0,1.0,2.0,1.0,5.0,3.0,6.0,4.0,4.0,3.0,19.703297804804702
XX,5.0,1.0,2.0,2.0,A,1.63,62.14,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,8.0,2.0,23.38815913282397
XX,5.0,1.0,2.0,2.0,A,1.65,81.65,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,8.0,2.0,29.990817263544542
XX,6.0,2.0,3.0,2.0,A,1.75,95.26,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,31.10530612244898
XX,6.0,1.0,3.0,2.0,A,1.6,99.79,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,38.98046874999999
XX,5.0,1.0,2.0,2.0,A,1.63,54.89,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,20.659415107832437
XX,4.0,2.0,2.0,2.0,A,1.8,64.41,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,7.0,2.0,19.879629629629626
XX,5.0,2.0,3.0,2.0,C,1.78,66.68,2.0,2.0,2.0,2.0,,3.0,1.0,1.0,6.0,2.0,21.045322560282795
XX,6.0,2.0,3.0,1.0,A,1.65,81.19,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,29.821854912764007
XX,4.0,1.0,2.0,2.0,E,1.7,56.7,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,19.61937716262976
XX,4.0,2.0,2.0,2.0,A,1.78,59.88,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,2.0,18.899128897866433
XX,5.0,1.0,3.0,2.0,A,1.68,61.24,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,2.0,21.697845804988667
XX,6.0,1.0,3.0,2.0,E,1.57,58.97,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,1.0,23.92389143575804
XX,5.0,2.0,2.0,2.0,A   E,1.8,66.68,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,6.0,2.0,20.580246913580247
XX,5.0,2.0,2.0,2.0,E,1.83,88.45,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,6.0,2.0,26.41165755919854
XX,4.0,1.0,2.0,2.0,E,1.75,65.77,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,8.0,2.0,21.47591836734694
XX,7.0,1.0,4.0,2.0,A,1.65,68.04,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,4.0,2.0,24.991735537190088
XX,6.0,1.0,3.0,2.0,A,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,
XX,5.0,1.0,2.0,2.0,E,,,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,6.0,2.0,
