YEAR,SAMPLE,OWNERSHP,VALUEH,HHWT
2024,202401,1,125000,99.0
2024,202401,1,125000,78.0
2024,202401,1,325000,73.0
2024,202401,1,150000,314.0
2024,202401,1,150000,43.0
2024,202401,1,260000,34.0
2024,202401,1,450000,46.0
2024,202401,1,385000,44.0
2024,202401,1,60000,156.0
2024,202401,1,375000,52.0
2024,202401,1,390000,329.0
2024,202401,1,380000,90.0
2024,202401,1,750000,300.0
2024,202401,1,300000,45.0
2024,202401,1,650000,142.0
2024,202401,1,1000000,58.0
2024,202401,1,300000,407.0
2024,202401,1,400000,80.0
2024,202401,1,350000,55.0
2024,202401,1,500000,173.0
2024,202401,1,2500000,54.0
2024,202401,1,360000,53.0
2024,202401,1,1350000,99.0
2024,202401,1,700000,13.0
2024,202401,1,700000,49.0
2024,202401,1,720000,42.0
2024,202401,1,230000,185.0
2024,202401,1,350000,21.0
2024,202401,1,475000,106.0
2024,202401,1,230000,176.0
2024,202401,1,450000,338.0
2024,202401,1,235000,49.0
2024,202401,1,700000,66.0
2024,202401,1,4000,93.0
2024,202401,1,250000,98.0
2024,202401,1,600000,36.0
2024,202401,1,375000,111.0
2024,202401,1,400000,47.0
2024,202401,1,125000,264.0
2024,202401,1,325000,224.0
2024,202401,1,775000,65.0
2024,202401,1,900000,237.0
2024,202401,1,525000,21.0
2024,202401,1,270000,62.0
2024,202401,1,90000,112.0
2024,202401,1,232000,37.0
2024,202401,1,2000000,28.0
2024,202401,1,225000,223.0
2024,202401,1,450000,75.0
2024,202401,1,300000,149.0
2024,202401,1,300000,91.0
2024,202401,1,500000,106.0
2024,202401,1,185000,52.0
2024,202401,1,900000,55.0
2024,202401,1,360000,36.0
2024,202401,1,350000,61.0
2024,202401,1,420000,89.0
2024,202401,1,900000,55.0
2024,202401,1,2700,143.0
2024,202401,1,25000,117.0
2024,202401,1,450000,80.0
2024,202401,1,60000,131.0
2024,202401,1,300000,802.0
2024,202401,1,700000,66.0
2024,202401,1,280000,131.0
2024,202401,1,400000,97.0
2024,202401,1,50000,83.0
2024,202401,1,325000,257.0
2024,202401,1,394000,9.0
2024,202401,1,300000,109.0
2024,202401,1,300000,92.0
2024,202401,1,225000,24.0
2024,202401,1,250000,62.0
2024,202401,1,200000,56.0
2024,202401,1,80000,76.0
2024,202401,1,98000,33.0
2024,202401,1,350000,121.0
2024,202401,1,20000,18.0
2024,202401,1,130000,27.0
2024,202401,1,750000,51.0
2024,202401,1,25000,21.0
2024,202401,1,225000,55.0
2024,202401,1,222000,215.0
2024,202401,1,300000,88.0
2024,202401,1,380000,94.0
2024,202401,1,520000,37.0
2024,202401,1,300000,56.0
2024,202401,1,6543000,59.0
2024,202401,1,790000,82.0
2024,202401,1,150000,337.0
2024,202401,1,900000,37.0
2024,202401,1,1000000,153.0
2024,202401,1,680000,56.0
2024,202401,1,150000,108.0
2024,202401,1,300000,55.0
2024,202401,1,40000,7.0
2024,202401,1,750000,31.0
2024,202401,1,800000,26.0
2024,202401,1,125000,102.0
2024,202401,1,750000,56.0
2024,202401,1,190000,118.0
2024,202401,1,400000,107.0
2024,202401,1,337000,67.0
2024,202401,1,450000,94.0
2024,202401,1,45000,49.0
2024,202401,1,130000,68.0
2024,202401,1,859000,64.0
2024,202401,1,250000,18.0
2024,202401,1,900000,53.0
2024,202401,1,160000,91.0
2024,202401,1,450000,88.0
2024,202401,1,2500000,53.0
2024,202401,1,950000,18.0
2024,202401,1,400000,103.0
2024,202401,1,130000,35.0
2024,202401,1,150000,117.0
2024,202401,1,400000,37.0
2024,202401,1,340000,76.0
2024,202401,1,650000,65.0
2024,202401,1,180000,53.0
2024,202401,1,50000,22.0
2024,202401,1,500000,79.0
2024,202401,1,125000,54.0
2024,202401,1,125000,91.0
2024,202401,1,75000,50.0
2024,202401,1,572000,53.0
2024,202401,1,380000,38.0
2024,202401,1,420000,73.0
2024,202401,1,13000,39.0
2024,202401,1,415000,88.0
2024,202401,1,70000,12.0
2024,202401,1,240000,457.0
2024,202401,1,110000,21.0
2024,202401,1,600000,128.0
2024,202401,1,250000,81.0
2024,202401,1,1500000,26.0
2024,202401,1,350000,61.0
2024,202401,1,300000,13.0
2024,202401,1,1300000,68.0
2024,202401,1,6496000,51.0
2024,202401,1,300000,43.0
2024,202401,1,173000,40.0
2024,202401,1,300000,57.0
2024,202401,1,275000,31.0
2024,202401,1,198000,61.0
2024,202401,1,250000,47.0
2024,202401,1,450000,69.0
2024,202401,1,350000,12.0
2024,202401,1,320000,103.0
2024,202401,1,20000,172.0
2024,202401,1,600000,257.0
2024,202401,1,275000,106.0
2024,202401,1,130000,91.0
2024,202401,1,550000,180.0
2024,202401,1,200000,139.0
2024,202401,1,750000,80.0
2024,202401,1,575000,58.0
2024,202401,1,250000,295.0
2024,202401,1,340000,54.0
2024,202401,1,500000,27.0
2024,202401,1,470000,132.0
2024,202401,1,300000,34.0
2024,202401,1,418000,17.0
2024,202401,1,170000,99.0
2024,202401,1,669000,63.0
2024,202401,1,140000,290.0
2024,202401,1,75000,28.0
2024,202401,1,700000,71.0
2024,202401,1,276000,51.0
2024,202401,1,5387000,84.0
2024,202401,1,230000,324.0
2024,202401,1,850000,50.0
2024,202401,1,960000,70.0
2024,202401,1,715000,83.0
2024,202401,1,5387000,47.0
2024,202401,1,450000,43.0
2024,202401,1,375000,86.0
2024,202401,1,15000,60.0
2024,202401,1,285000,61.0
2024,202401,1,425000,204.0
2024,202401,1,130000,81.0
2024,202401,1,28000,58.0
2024,202401,1,400000,54.0
2024,202401,1,700000,65.0
2024,202401,1,70000,31.0
2024,202401,1,1800000,247.0
2024,202401,1,400000,277.0
2024,202401,1,65000,13.0
2024,202401,1,240000,124.0
2024,202401,1,250000,319.0
2024,202401,1,300000,30.0
2024,202401,1,500000,23.0
2024,202401,1,500000,200.0
2024,202401,1,330000,75.0
2024,202401,1,70000,12.0
2024,202401,1,669000,137.0
2024,202401,1,210000,151.0
2024,202401,1,750000,57.0
2024,202401,1,550000,84.0
2024,202401,1,150000,92.0
2024,202401,1,800000,83.0
2024,202401,1,840000,56.0
2024,202401,1,800000,47.0
2024,202401,1,1000000,101.0
2024,202401,1,30000,18.0
2024,202401,1,280000,63.0
2024,202401,1,375000,258.0
2024,202401,1,695000,50.0
2024,202401,1,1145000,49.0
2024,202401,1,414000,192.0
2024,202401,1,490000,46.0
2024,202401,1,6500,33.0
2024,202401,1,225000,338.0
2024,202401,1,650000,51.0
2024,202401,1,300000,15.0
2024,202401,1,280000,44.0
2024,202401,1,35000,54.0
2024,202401,1,525000,170.0
2024,202401,1,475000,31.0
2024,202401,1,650000,136.0
2024,202401,1,330000,138.0
2024,202401,1,400000,129.0
2024,202401,1,640000,39.0
2024,202401,1,160000,23.0
2024,202401,1,500000,82.0
2024,202401,1,500000,73.0
2024,202401,1,200000,57.0
2024,202401,1,700000,241.0
2024,202401,1,315000,146.0
2024,202401,1,500000,48.0
2024,202401,1,2200000,66.0
2024,202401,1,500000,59.0
2024,202401,1,170000,96.0
2024,202401,1,1000000,48.0
2024,202401,1,330000,54.0
2024,202401,1,355000,10.0
2024,202401,1,950000,86.0
2024,202401,1,850000,45.0
2024,202401,1,300000,354.0
2024,202401,1,560000,154.0
2024,202401,1,65000,77.0
2024,202401,1,285000,83.0
2024,202401,1,230000,49.0
2024,202401,1,450000,117.0
2024,202401,1,350000,139.0
2024,202401,1,325000,90.0
2024,202401,1,200000,208.0
2024,202401,1,1700000,36.0
2024,202401,1,300000,78.0
2024,202401,1,800000,87.0
2024,202401,1,400000,200.0
2024,202401,1,1100000,60.0
2024,202401,1,200000,47.0
2024,202401,1,185000,43.0
2024,202401,1,495000,108.0
2024,202401,1,400000,88.0
2024,202401,1,350000,59.0
2024,202401,1,230000,117.0
2024,202401,1,2000000,57.0
2024,202401,1,250000,60.0
2024,202401,1,600000,66.0
2024,202401,1,725000,120.0
2024,202401,1,300000,162.0
2024,202401,1,250000,224.0
2024,202401,1,800000,15.0
2024,202401,1,110000,44.0
2024,202401,1,625000,73.0
2024,202401,1,160000,51.0
2024,202401,1,175000,62.0
2024,202401,1,300000,54.0
2024,202401,1,45000,67.0
2024,202401,1,375000,38.0
2024,202401,1,330000,72.0
2024,202401,1,360000,49.0
2024,202401,1,250000,259.0
2024,202401,1,325000,103.0
2024,202401,1,375000,163.0
2024,202401,1,300000,129.0
2024,202401,1,100000,53.0
2024,202401,1,750000,72.0
2024,202401,1,328000,140.0
2024,202401,1,2500000,58.0
2024,202401,1,375000,119.0
2024,202401,1,935000,176.0
2024,202401,1,500000,25.0
2024,202401,1,2700,53.0
2024,202401,1,385000,83.0
2024,202401,1,670000,283.0
2024,202401,1,150000,31.0
2024,202401,1,100000,24.0
2024,202401,1,125000,14.0
2024,202401,1,2000000,175.0
2024,202401,1,310000,72.0
2024,202401,1,790000,49.0
2024,202401,1,585000,53.0
2024,202401,1,600000,40.0
2024,202401,1,400000,41.0
2024,202401,1,260000,146.0
2024,202401,1,750000,31.0
2024,202401,1,350000,47.0
2024,202401,1,50000,113.0
2024,202401,1,450000,9.0
2024,202401,1,136000,60.0
2024,202401,1,700000,52.0
2024,202401,1,800000,33.0
2024,202401,1,375000,32.0
2024,202401,1,400000,47.0
2024,202401,1,115000,76.0
2024,202401,1,3969000,15.0
2024,202401,1,500000,216.0
2024,202401,1,626000,87.0
2024,202401,1,600000,16.0
2024,202401,1,2000000,59.0
2024,202401,1,300000,29.0
2024,202401,1,500000,95.0
2024,202401,1,750000,65.0
2024,202401,1,260000,64.0
2024,202401,1,3969000,97.0
2024,202401,1,300000,84.0
2024,202401,1,450000,85.0
2024,202401,1,1200000,62.0
2024,202401,1,450000,72.0
2024,202401,1,700000,102.0
2024,202401,1,300000,48.0
2024,202401,1,80000,30.0
2024,202401,1,40000,47.0
2024,202401,1,350000,83.0
2024,202401,1,700000,160.0
2024,202401,1,300000,73.0
2024,202401,1,500000,53.0
2024,202401,1,600000,44.0
2024,202401,1,500000,178.0
2024,202401,1,350000,87.0
2024,202401,1,250000,127.0
2024,202401,1,500000,78.0
2024,202401,1,450000,45.0
2024,202401,1,300000,70.0
2024,202401,1,120000,110.0
2024,202401,1,400000,122.0
2024,202401,1,475000,56.0
2024,202401,1,150000,14.0
2024,202401,1,450000,40.0
2024,202401,1,375000,106.0
2024,202401,1,70000,79.0
2024,202401,1,378000,75.0
2024,202401,1,180000,91.0
2024,202401,1,350000,172.0
2024,202401,1,900000,65.0
2024,202401,1,375000,113.0
2024,202401,1,390000,186.0
2024,202401,1,289000,31.0
2024,202401,1,450000,105.0
2024,202401,1,80000,19.0
2024,202401,1,2400000,53.0
2024,202401,1,500000,61.0
2024,202401,1,400000,79.0
2024,202401,1,10000,51.0
2024,202401,1,150000,31.0
2024,202401,1,250000,158.0
2024,202401,1,550000,57.0
2024,202401,1,1600000,69.0
2024,202401,1,240000,107.0
2024,202401,1,490000,77.0
2024,202401,1,70000,197.0
2024,202401,1,220000,87.0
2024,202401,1,50000,108.0
2024,202401,1,620000,57.0
2024,202401,1,550000,51.0
2024,202401,1,1700000,111.0
2024,202401,1,3048000,41.0
2024,202401,1,410000,322.0
2024,202401,1,130000,51.0
2024,202401,1,200000,169.0
2024,202401,1,1000000,163.0
2024,202401,1,150000,16.0
2024,202401,1,650000,125.0
2024,202401,1,1900000,131.0
2024,202401,1,525000,206.0
2024,202401,1,350000,221.0
2024,202401,1,800000,100.0
2024,202401,1,300000,42.0
2024,202401,1,350000,53.0
2024,202401,1,100000,39.0
2024,202401,1,500000,64.0
2024,202401,1,400000,40.0
2024,202401,1,450000,58.0
2024,202401,1,200000,111.0
2024,202401,1,1200,22.0
2024,202401,1,300000,74.0
2024,202401,1,200000,151.0
2024,202401,1,48000,358.0
2024,202401,1,810000,50.0
2024,202401,1,165000,274.0
2024,202401,1,900000,112.0
2024,202401,1,250000,45.0
2024,202401,1,150000,90.0
2024,202401,1,177000,47.0
2024,202401,1,150000,38.0
2024,202401,1,2288000,19.0
2024,202401,1,2505000,92.0
2024,202401,1,160000,156.0
2024,202401,1,275000,87.0
2024,202401,1,75000,73.0
2024,202401,1,250000,57.0
2024,202401,1,315000,150.0
2024,202401,1,330000,117.0
2024,202401,1,5000,62.0
2024,202401,1,650000,108.0
2024,202401,1,390000,106.0
2024,202401,1,175000,87.0
2024,202401,1,350000,171.0
2024,202401,1,750000,111.0
2024,202401,1,300000,34.0
2024,202401,1,500000,55.0
2024,202401,1,705000,136.0
2024,202401,1,60000,65.0
2024,202401,1,459000,34.0
2024,202401,1,550000,121.0
2024,202401,1,550000,79.0
2024,202401,1,410000,19.0
2024,202401,1,250000,91.0
2024,202401,1,325000,115.0
2024,202401,1,890000,211.0
2024,202401,1,400000,62.0
2024,202401,1,350000,41.0
2024,202401,1,285000,65.0
2024,202401,1,300000,101.0
2024,202401,1,125000,8.0
2024,202401,1,600000,54.0
2024,202401,1,60000,41.0
2024,202401,1,560000,278.0
2024,202401,1,750000,42.0
2024,202401,1,620000,96.0
2024,202401,1,450000,105.0
2024,202401,1,79000,44.0
2024,202401,1,1020000,97.0
2024,202401,1,245000,63.0
2024,202401,1,270000,116.0
2024,202401,1,149000,97.0
2024,202401,1,180000,7.0
2024,202401,1,200000,58.0
2024,202401,1,650000,107.0
2024,202401,1,340000,98.0
2024,202401,1,100000,19.0
2024,202401,1,700000,94.0
2024,202401,1,500000,90.0
2024,202401,1,1100000,304.0
2024,202401,1,250000,63.0
2024,202401,1,180000,71.0
2024,202401,1,80000,72.0
2024,202401,1,145000,70.0
2024,202401,1,80000,69.0
2024,202401,1,385000,61.0
2024,202401,1,900000,54.0
2024,202401,1,240000,157.0
2024,202401,1,325000,246.0
2024,202401,1,550000,248.0
2024,202401,1,150000,120.0
2024,202401,1,230000,82.0
2024,202401,1,200000,53.0
2024,202401,1,200000,50.0
2024,202401,1,575000,49.0
2024,202401,1,725000,66.0
2024,202401,1,90000,53.0
2024,202401,1,225000,78.0
2024,202401,1,320000,51.0
2024,202401,1,550000,85.0
2024,202401,1,140000,80.0
2024,202401,1,8865000,66.0
2024,202401,1,430000,56.0
2024,202401,1,390000,156.0
2024,202401,1,900000,89.0
2024,202401,1,585000,78.0
2024,202401,1,900000,71.0
2024,202401,1,30000,39.0
2024,202401,1,600000,214.0
2024,202401,1,2700,102.0
2024,202401,1,1000000,69.0
2024,202401,1,170000,120.0
2024,202401,1,500000,82.0
2024,202401,1,750000,43.0
2024,202401,1,425000,126.0
2024,202401,1,280000,127.0
2024,202401,1,120000,61.0
2024,202401,1,2000000,57.0
2024,202401,1,900000,69.0
2024,202401,1,240000,139.0
2024,202401,1,980000,107.0
2024,202401,1,150000,33.0
2024,202401,1,400000,50.0
2024,202401,1,600000,142.0
2024,202401,1,950000,96.0
2024,202401,1,650000,125.0
2024,202401,1,475000,45.0
2024,202401,1,200000,11.0
2024,202401,1,150000,41.0
2024,202401,1,330000,124.0
2024,202401,1,350000,76.0
2024,202401,1,600000,90.0
2024,202401,1,171000,40.0
2024,202401,1,135000,33.0
2024,202401,1,490000,124.0
2024,202401,1,435000,364.0
2024,202401,1,600000,94.0
2024,202401,1,25000,39.0
2024,202401,1,425000,67.0
2024,202401,1,300000,84.0
2024,202401,1,80000,93.0
2024,202401,1,700000,78.0
2024,202401,1,3000000,45.0
2024,202401,1,200000,58.0
2024,202401,1,530000,198.0
2024,202401,1,300000,31.0
2024,202401,1,700000,98.0
2024,202401,1,400000,69.0
2024,202401,1,270000,94.0
2024,202401,1,350000,57.0
2024,202401,1,700000,132.0
2024,202401,1,1000,38.0
2024,202401,1,385000,60.0
2024,202401,1,350000,88.0
2024,202401,1,300000,93.0
2024,202401,1,380000,59.0
2024,202401,1,300000,196.0
2024,202401,1,250000,35.0
2024,202401,1,60000,199.0
2024,202401,1,700000,51.0
2024,202401,1,375000,60.0
2024,202401,1,190000,57.0
2024,202401,1,720000,166.0
2024,202401,1,1500000,60.0
2024,202401,1,275000,63.0
2024,202401,1,80000,45.0
2024,202401,1,400000,108.0
2024,202401,1,550000,49.0
2024,202401,1,450000,230.0
2024,202401,1,550000,83.0
2024,202401,1,60000,11.0
2024,202401,1,200000,132.0
2024,202401,1,320000,70.0
2024,202401,1,1000000,118.0
2024,202401,1,60000,105.0
2024,202401,1,600000,64.0
2024,202401,1,612000,92.0
2024,202401,1,450000,179.0
2024,202401,1,1500000,83.0
2024,202401,1,1650000,182.0
2024,202401,1,120000,87.0
2024,202401,1,152000,14.0
2024,202401,1,300000,21.0
2024,202401,1,1036000,88.0
2024,202401,1,600000,27.0
2024,202401,1,215000,14.0
2024,202401,1,200000,72.0
2024,202401,1,250000,74.0
2024,202401,1,450000,323.0
2024,202401,1,220000,327.0
2024,202401,1,60000,70.0
2024,202401,1,90000,22.0
2024,202401,1,200000,181.0
2024,202401,1,750000,69.0
2024,202401,1,250000,59.0
2024,202401,1,180000,62.0
2024,202401,1,500000,80.0
2024,202401,1,400000,55.0
2024,202401,1,950000,89.0
2024,202401,1,475000,125.0
2024,202401,1,335000,61.0
2024,202401,1,175000,70.0
2024,202401,1,300000,88.0
2024,202401,1,73000,57.0
2024,202401,1,450000,45.0
2024,202401,1,150000,50.0
2024,202401,1,50000,58.0
2024,202401,1,800000,69.0
2024,202401,1,250000,81.0
2024,202401,1,200000,62.0
2024,202401,1,300000,35.0
2024,202401,1,500000,148.0
2024,202401,1,1100000,87.0
2024,202401,1,300000,63.0
2024,202401,1,515000,64.0
2024,202401,1,380000,339.0
2024,202401,1,400000,87.0
2024,202401,1,30000,169.0
2024,202401,1,325000,96.0
2024,202401,1,450000,45.0
2024,202401,1,125000,83.0
2024,202401,1,800000,75.0
2024,202401,1,75000,60.0
2024,202401,1,60000,85.0
2024,202401,1,7000,34.0
2024,202401,1,230000,102.0
2024,202401,1,265000,568.0
2024,202401,1,450000,139.0
2024,202401,1,275000,70.0
2024,202401,1,650000,67.0
2024,202401,1,300000,41.0
2024,202401,1,250000,343.0
2024,202401,1,237000,155.0
2024,202401,1,25000,110.0
2024,202401,1,750000,45.0
2024,202401,1,350000,64.0
2024,202401,1,650000,93.0
2024,202401,1,195000,59.0
2024,202401,1,300000,38.0
2024,202401,1,160000,30.0
2024,202401,1,132000,189.0
2024,202401,1,250000,140.0
2024,202401,1,300000,79.0
2024,202401,1,90000,357.0
2024,202401,1,1000000,60.0
2024,202401,1,350000,65.0
2024,202401,1,330000,46.0
2024,202401,1,40000,45.0
2024,202401,1,415000,45.0
2024,202401,1,1000000,78.0
2024,202401,1,750000,127.0
2024,202401,1,1000000,151.0
2024,202401,1,570000,119.0
2024,202401,1,400000,13.0
2024,202401,1,1200000,319.0
2024,202401,1,500000,81.0
2024,202401,1,165000,59.0
2024,202401,1,85000,58.0
2024,202401,1,500000,97.0
2024,202401,1,325000,63.0
2024,202401,1,375000,69.0
2024,202401,1,860000,48.0
2024,202401,1,186000,47.0
2024,202401,1,400000,32.0
2024,202401,1,235000,66.0
2024,202401,1,850000,70.0
2024,202401,1,160000,73.0
2024,202401,1,400000,56.0
2024,202401,1,100000,45.0
2024,202401,1,110000,50.0
2024,202401,1,750000,162.0
2024,202401,1,650000,54.0
2024,202401,1,750000,52.0
2024,202401,1,300000,177.0
2024,202401,1,875000,54.0
2024,202401,1,290000,137.0
2024,202401,1,135000,77.0
2024,202401,1,230000,65.0
2024,202401,1,480000,52.0
2024,202401,1,40000,57.0
2024,202401,1,165000,155.0
2024,202401,1,375000,13.0
2024,202401,1,500000,279.0
2024,202401,1,200000,62.0
2024,202401,1,250000,150.0
2024,202401,1,190000,88.0
2024,202401,1,475000,125.0
2024,202401,1,155000,24.0
2024,202401,1,450000,144.0
2024,202401,1,800000,52.0
2024,202401,1,200000,52.0
2024,202401,1,525000,61.0
2024,202401,1,580000,68.0
2024,202401,1,800000,107.0
2024,202401,1,900000,211.0
2024,202401,1,270000,86.0
2024,202401,1,650000,181.0
2024,202401,1,875000,100.0
2024,202401,1,250000,62.0
2024,202401,1,600000,73.0
2024,202401,1,500000,33.0
2024,202401,1,575000,38.0
2024,202401,1,650000,49.0
2024,202401,1,800000,55.0
2024,202401,1,60000,209.0
2024,202401,1,300000,46.0
2024,202401,1,1200000,75.0
2024,202401,1,430000,65.0
2024,202401,1,400000,77.0
2024,202401,1,725000,67.0
2024,202401,1,4000000,140.0
2024,202401,1,240000,771.0
2024,202401,1,230000,45.0
2024,202401,1,250000,43.0
2024,202401,1,625000,29.0
2024,202401,1,250000,121.0
2024,202401,1,700000,76.0
2024,202401,1,300000,72.0
2024,202401,1,350000,61.0
2024,202401,1,400000,25.0
2024,202401,1,1600000,53.0
2024,202401,1,70000,74.0
2024,202401,1,400000,100.0
2024,202401,1,600000,146.0
2024,202401,1,696000,88.0
2024,202401,1,470000,148.0
2024,202401,1,180000,84.0
2024,202401,1,325000,105.0
2024,202401,1,600000,61.0
2024,202401,1,1800000,31.0
2024,202401,1,1000000,65.0
2024,202401,1,285000,43.0
2024,202401,1,160000,50.0
2024,202401,1,199000,47.0
2024,202401,1,75000,68.0
2024,202401,1,800000,116.0
2024,202401,1,250000,42.0
2024,202401,1,480000,112.0
2024,202401,1,1000,94.0
2024,202401,1,285000,409.0
2024,202401,1,600000,119.0
2024,202401,1,175000,215.0
2024,202401,1,300000,57.0
2024,202401,1,1600000,74.0
2024,202401,1,290000,108.0
2024,202401,1,550000,40.0
2024,202401,1,420000,186.0
2024,202401,1,300000,182.0
2024,202401,1,630000,53.0
2024,202401,1,60000,85.0
2024,202401,1,1000000,28.0
2024,202401,1,185000,64.0
2024,202401,1,750000,157.0
2024,202401,1,550000,63.0
2024,202401,1,2000,215.0
2024,202401,1,250000,405.0
2024,202401,1,370000,62.0
2024,202401,1,180000,20.0
2024,202401,1,350000,162.0
2024,202401,1,414000,68.0
2024,202401,1,600000,38.0
2024,202401,1,505000,105.0
2024,202401,1,335000,44.0
2024,202401,1,600000,132.0
2024,202401,1,950000,81.0
2024,202401,1,80000,39.0
2024,202401,1,400000,19.0
2024,202401,1,1250000,86.0
2024,202401,1,250000,54.0
2024,202401,1,400000,60.0
2024,202401,1,50000,15.0
2024,202401,1,300000,41.0
2024,202401,1,800000,265.0
2024,202401,1,210000,64.0
2024,202401,1,450000,53.0
2024,202401,1,900000,42.0
2024,202401,1,650000,34.0
2024,202401,1,380000,71.0
2024,202401,1,900000,119.0
2024,202401,1,300000,49.0
2024,202401,1,80000,192.0
2024,202401,1,450000,100.0
2024,202401,1,1800000,91.0
2024,202401,1,700000,100.0
2024,202401,1,775000,60.0
2024,202401,1,2501000,71.0
2024,202401,1,200000,33.0
2024,202401,1,100000,64.0
2024,202401,1,700000,57.0
2024,202401,1,400000,50.0
2024,202401,1,550000,78.0
2024,202401,1,320000,63.0
2024,202401,1,250000,53.0
2024,202401,1,230000,54.0
2024,202401,1,270000,68.0
2024,202401,1,8000,30.0
2024,202401,1,1100000,133.0
2024,202401,1,200000,114.0
2024,202401,1,500000,162.0
2024,202401,1,1100000,61.0
2024,202401,1,1800000,90.0
2024,202401,1,300000,194.0
2024,202401,1,560000,86.0
2024,202401,1,1000000,83.0
2024,202401,1,150000,23.0
2024,202401,1,125000,185.0
2024,202401,1,900000,56.0
2024,202401,1,250000,51.0
2024,202401,1,150000,16.0
2024,202401,1,750000,125.0
2024,202401,1,3396000,72.0
2024,202401,1,2000000,104.0
2024,202401,1,125000,85.0
2024,202401,1,510000,45.0
2024,202401,1,560000,49.0
2024,202401,1,950000,59.0
2024,202401,1,700000,62.0
2024,202401,1,320000,40.0
2024,202401,1,120000,11.0
2024,202401,1,547000,26.0
2024,202401,1,65000,176.0
2024,202401,1,350000,226.0
2024,202401,1,400000,68.0
2024,202401,1,300000,115.0
2024,202401,1,96000,117.0
2024,202401,1,140000,140.0
2024,202401,1,60000,45.0
2024,202401,1,100000,13.0
2024,202401,1,1500000,49.0
2024,202401,1,250000,133.0
2024,202401,1,200000,87.0
2024,202401,1,320000,60.0
2024,202401,1,500000,78.0
2024,202401,1,30000,95.0
2024,202401,1,180000,30.0
2024,202401,1,2200000,38.0
2024,202401,1,1080000,45.0
2024,202401,1,215000,36.0
2024,202401,1,600000,92.0
2024,202401,1,1100000,86.0
2024,202401,1,180000,45.0
2024,202401,1,115000,67.0
2024,202401,1,315000,118.0
2024,202401,1,500000,105.0
2024,202401,1,75000,30.0
2024,202401,1,400000,283.0
2024,202401,1,160000,66.0
2024,202401,1,150000,46.0
2024,202401,1,220000,47.0
2024,202401,1,540000,144.0
2024,202401,1,4370000,144.0
2024,202401,1,200000,99.0
2024,202401,1,48900,49.0
2024,202401,1,150000,41.0
2024,202401,1,800000,67.0
2024,202401,1,750000,81.0
2024,202401,1,230000,643.0
2024,202401,1,900000,228.0
2024,202401,1,150000,43.0
2024,202401,1,700000,63.0
2024,202401,1,600000,86.0
2024,202401,1,336000,69.0
2024,202401,1,750000,92.0
2024,202401,1,398000,82.0
2024,202401,1,380000,60.0
2024,202401,1,495000,42.0
2024,202401,1,122000,82.0
2024,202401,1,250000,129.0
2024,202401,1,290000,17.0
2024,202401,1,150000,12.0
2024,202401,1,750000,179.0
2024,202401,1,800000,116.0
2024,202401,1,850000,80.0
2024,202401,1,400000,42.0
2024,202401,1,300000,92.0
2024,202401,1,800000,9.0
2024,202401,1,400000,76.0
2024,202401,1,180000,20.0
2024,202401,1,85000,14.0
2024,202401,1,480000,89.0
2024,202401,1,130000,44.0
2024,202401,1,100000,42.0
2024,202401,1,135000,131.0
2024,202401,1,13000,30.0
2024,202401,1,799000,138.0
2024,202401,1,449000,53.0
2024,202401,1,50000,49.0
2024,202401,1,1100000,51.0
2024,202401,1,35000,34.0
2024,202401,1,1900000,66.0
2024,202401,1,750000,133.0
2024,202401,1,800000,45.0
2024,202401,1,2000000,73.0
2024,202401,1,575000,60.0
2024,202401,1,200000,74.0
2024,202401,1,320000,34.0
2024,202401,1,900000,33.0
2024,202401,1,578000,178.0
2024,202401,1,370000,99.0
2024,202401,1,295000,88.0
2024,202401,1,340000,214.0
2024,202401,1,360000,28.0
2024,202401,1,30000,22.0
2024,202401,1,675000,77.0
2024,202401,1,300000,64.0
2024,202401,1,150000,41.0
2024,202401,1,275000,79.0
2024,202401,1,230000,58.0
2024,202401,1,500000,45.0
2024,202401,1,4806000,76.0
2024,202401,1,500000,51.0
2024,202401,1,365000,84.0
2024,202401,1,650000,54.0
2024,202401,1,250000,241.0
2024,202401,1,1200000,82.0
2024,202401,1,150000,63.0
2024,202401,1,650000,61.0
2024,202401,1,250000,55.0
2024,202401,1,350000,81.0
2024,202401,1,400000,91.0
2024,202401,1,1150000,123.0
2024,202401,1,120000,196.0
2024,202401,1,700000,66.0
2024,202401,1,215000,80.0
2024,202401,1,950000,103.0
2024,202401,1,900000,59.0
2024,202401,1,850000,62.0
2024,202401,1,385000,89.0
2024,202401,1,68000,35.0
2024,202401,1,250000,33.0
2024,202401,1,600000,146.0
2024,202401,1,400000,74.0
2024,202401,1,700000,55.0
2024,202401,1,160000,51.0
2024,202401,1,800000,18.0
2024,202401,1,200000,98.0
2024,202401,1,350000,92.0
2024,202401,1,400000,52.0
2024,202401,1,750000,27.0
2024,202401,1,240000,80.0
2024,202401,1,200000,619.0
2024,202401,1,600000,104.0
2024,202401,1,350000,18.0
2024,202401,1,5000,79.0
2024,202401,1,1200000,54.0
2024,202401,1,200000,91.0
2024,202401,1,500000,96.0
2024,202401,1,400000,27.0
2024,202401,1,778000,47.0
2024,202401,1,500000,52.0
2024,202401,1,500000,69.0
2024,202401,1,500000,403.0
2024,202401,1,490000,70.0
2024,202401,1,375000,270.0
2024,202401,1,425000,154.0
2024,202401,1,800000,242.0
2024,202401,1,65000,130.0
2024,202401,1,437000,96.0
2024,202401,1,275000,27.0
